rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
45,6057,all,night_elf,['BrainCut'],['BrainCut#3527'],['p046'],5,166,54,0
46,6056,all,orc,['PlumBat'],['PlumBat#14465'],[''],5,24,7,0
47,6056,all,human,['HEISMAN'],['HEISMAN#11287'],['p029'],5,17,1,0
48,6052,all,night_elf,['bez'],['bez#11718'],[''],5,77,12,0
49,6046,all,human,['Zekk'],['Zekk#1106'],[''],5,19,2,0
50,6042,all,undead,['BloodBath'],['BloodBath#12237'],[''],5,34,7,0
51,6040,all,night_elf,['MassOwn'],['MassOwn#1977'],['p037'],5,45,12,0
52,6037,all,random,['justD'],['justD#11940'],['p109'],5,17,4,0
53,6035,all,orc,['azuresky'],['azuresky#11171'],['p056'],5,13,1,0
54,6035,all,orc,['FairyTale'],['FairyTale#11746'],['p020'],5,34,9,0
55,6035,all,orc,['reusbvb'],['reusbvb#21819'],['p055'],5,18,3,0
56,6034,all,random,['Pokey26'],['Pokey26#1244'],['p004'],5,127,38,0
57,6033,all,human,['MisterWinner'],['MisterWinner#21670'],['p093'],5,50,13,0
58,6033,all,random,['lllIIllllIII'],['lllIIllllIII#1312'],[''],5,127,57,0
59,6032,all,random,['wRoNgTuRn'],['wRoNgTuRn#2523'],['p004'],5,193,46,0
60,6032,all,undead,['LavaHero'],['LavaHero#24427'],['p035'],5,14,6,0
61,6031,all,undead,['Wabooz'],['Wabooz#1229'],['p052'],5,45,9,0
62,6030,all,orc,['Henke'],['Henke#21148'],['p117'],5,26,4,0
63,6029,all,orc,['NavyHound'],['NavyHound#13509'],[''],5,6,0,0
64,6022,all,random,['Opeth'],['Opeth#21935'],['p092'],5,20,2,0
65,6021,all,orc,['大嘴严伍一'],['大嘴严伍一#3306'],[''],5,7,1,0
66,6019,all,undead,['oT100u'],['oT100u#2291'],['p119'],5,21,3,0
67,6018,all,orc,['Comply'],['Comply#11551'],[''],5,466,192,0
68,6018,all,random,['NewVince'],['NewVince#2663'],['p113'],5,37,5,0
69,6017,all,orc,['WBloomfield'],['WBloomfield#2640'],[''],5,16,3,0
70,6016,all,undead,['doodad'],['doodad#21176'],['p003'],5,174,89,0
71,6016,all,human,['광양제철소'],['광양제철소#31924'],[''],5,109,48,0
72,6016,all,human,['DiOneLife'],['DiOneLife#2159'],['p016'],5,209,54,0
73,6015,all,night_elf,['Nase'],['Nase#21778'],['p088'],5,80,28,0
74,6015,all,night_elf,['Buzz'],['Buzz#22696'],['p086'],5,17,3,0
75,6014,all,human,['Gemetzel'],['Gemetzel#11271'],[''],5,42,13,0
76,6010,all,orc,['HyYyBriS'],['HyYyBriS#2549'],['p118'],5,28,2,0
77,6010,all,orc,['ltouKaiji'],['ltouKaiji#1305'],['p003'],5,18,0,0
78,6009,all,orc,['sdfghjk'],['sdfghjk#31240'],['p005'],5,23,1,0
79,6009,all,orc,['SheiMin'],['SheiMin#21942'],['p003'],5,134,43,0
80,6008,all,orc,['Roses'],['Roses#2837'],[''],5,6,2,0
81,6007,all,random,['KiLleRFuN'],['KiLleRFuN#11516'],[''],5,108,42,0
82,6005,all,random,['MauveElekk'],['MauveElekk#21399'],[''],5,163,61,0
83,6001,all,night_elf,['herothe4got'],['herothe4got#2208'],['p088'],5,82,29,0
84,6001,all,orc,['Hsiao'],['Hsiao#2376'],['p073'],5,107,33,0
85,6001,all,random,['Zekk'],['Zekk#1106'],[''],5,35,13,0
86,6000,all,random,['EliteSAric'],['EliteSAric#2117'],['p039'],5,49,15,0
87,6000,all,human,['Senti'],['Senti#2698'],['p029'],5,15,2,0
88,6000,all,orc,['Nooby4N'],['Nooby4N#21735'],['p117'],5,28,4,0
89,6000,all,random,['LikeAShadow'],['LikeAShadow#21757'],['p112'],5,87,29,0
90,5999,all,random,['MrGannicusYT'],['MrGannicusYT#2500'],['p052'],4,62,18,0
91,5999,all,night_elf,['RiSK'],['RiSK#2264'],['p016'],4,27,5,0
92,5998,all,random,['Ser'],['Ser#2520'],['p121'],4,232,68,0
93,5997,all,night_elf,['Jowni'],['Jowni#1273'],['p049'],4,139,55,0
94,5991,all,orc,['Depth'],['Depth#21230'],['p027'],4,47,9,0
95,5986,all,undead,['NoProblem'],['NoProblem#21793'],['p107'],4,21,4,0
96,5983,all,undead,['DeathRipple'],['DeathRipple#1474'],['p113'],4,24,2,0
97,5981,all,human,['슈퍼그랑죠'],['슈퍼그랑죠#31523'],[''],4,131,47,0
98,5981,all,undead,['Impulse'],['Impulse'],['p001'],4,190,61,0
99,5977,all,night_elf,['Noobshield'],['Noobshield#1154'],[''],4,134,47,0
100,5972,all,night_elf,['HarveySpect'],['HarveySpect#21926'],['p079'],4,317,106,0
101,5968,all,orc,['GlaiveTordu'],['GlaiveTordu#2832'],['p088'],4,57,12,0
102,5967,all,random,['Henke'],['Henke#21148'],['p117'],4,29,10,0
103,5964,all,night_elf,['DoSa'],['DoSa#31427'],['p073'],4,20,1,0
104,5964,all,orc,['MaTiFaX'],['MaTiFaX#2947'],['p039'],4,38,7,0
105,5957,all,orc,['DzClient'],['DzClient#1704'],['p048'],4,80,26,0
106,5955,all,orc,['Ray'],['Ray#1768'],[''],4,31,9,0
107,5954,all,random,['수성의마녀'],['수성의마녀#3868'],[''],4,72,22,0
108,5950,all,undead,['Teutonis'],['Teutonis#2880'],['p068'],4,64,22,0
109,5949,all,undead,['orfey'],['orfey'],['p001'],4,156,59,0
110,5945,all,human,['Sanya'],['Sanya#23728'],['p077'],4,31,10,0
111,5944,all,random,['phiL'],['phiL#24589'],['p031'],4,267,95,0
112,5943,all,orc,['TiB'],['TiB#2357'],['p031'],4,191,81,0
113,5942,all,night_elf,['KEVINWC3'],['KEVINWC3#2946'],['p048'],4,15,1,0
114,5941,all,orc,['ruin'],['ruin#31609'],[''],4,9,3,0
115,5940,all,night_elf,['FairyTale'],['FairyTale#11746'],['p020'],4,138,43,0
116,5940,all,random,['Akee'],['Akee#1861'],['p088'],4,18,4,0
117,5939,all,night_elf,['eGGhead'],['eGGhead#11155'],[''],4,159,61,0
118,5938,all,random,['qLineX'],['qLineX#2233'],['p112'],4,38,7,0
119,5938,all,orc,['풋사과의반쪽'],['풋사과의반쪽#3225'],[''],4,143,58,0
120,5938,all,human,['phiL'],['phiL#24589'],['p031'],4,64,31,0
121,5937,all,human,['Aramis'],['Aramis#21180'],['p072'],4,16,3,0
122,5936,all,undead,['iseeddppl'],['iseeddppl#2696'],['p113'],4,43,14,0
123,5935,all,undead,['대충하다접을꺼'],['대충하다접을꺼#3271'],['p001'],4,15,4,0
124,5934,all,night_elf,['BloodBath'],['BloodBath#12237'],[''],4,56,23,0
125,5932,all,human,['panghu'],['panghu#21169'],['p056'],4,94,40,0
126,5931,all,random,['Jellzor'],['Jellzor#2813'],['p086'],4,48,13,0
127,5930,all,orc,['乌拉小黑'],['乌拉小黑#2197'],[''],4,319,149,0
128,5929,all,random,['Indefinite'],['Indefinite#21872'],['p016'],4,24,7,0
129,5929,all,night_elf,['Badoffan'],['Badoffan#2437'],['p045'],4,22,3,0
130,5928,all,orc,['yanot'],['yanot#2329'],['p088'],4,70,15,0
131,5926,all,undead,['Noobshield'],['Noobshield#1154'],[''],4,21,1,0
132,5923,all,human,['Fabone'],['Fabone#21636'],['p054'],4,52,11,0
133,5922,all,undead,['tickle'],['tickle#11598'],[''],4,39,12,0
134,5920,all,human,['BloodBath'],['BloodBath#12237'],[''],4,17,4,0
135,5918,all,random,['FairyTale'],['FairyTale#11746'],['p020'],4,115,43,0
136,5918,all,random,['Buzz'],['Buzz#22696'],['p086'],4,58,17,0
137,5918,all,night_elf,['yanot'],['yanot#2329'],['p088'],4,76,22,0
138,5913,all,human,['Bing'],['Bing#3318'],[''],4,11,2,0
139,5912,all,undead,['Mway'],['Mway#2927'],['p081'],4,150,52,0
140,5912,all,night_elf,['Slater'],['Slater#21345'],['p121'],4,13,1,0
141,5911,all,undead,['kraNkuNDGeiL'],['kraNkuNDGeiL#21697'],['p056'],4,70,17,0
142,5909,all,random,['팔라딘'],['팔라딘#32281'],['p004'],4,120,44,0
143,5909,all,human,['anXieTy'],['anXieTy#2932'],['p018'],4,15,2,0
144,5909,all,human,['HumanMYTH'],['HumanMYTH#2532'],['p045'],4,66,21,0
145,5907,all,random,['JamesDeen'],['JamesDeen#21844'],[''],4,46,18,0
146,5903,all,random,['herothe4got'],['herothe4got#2208'],['p088'],4,184,83,0
147,5902,all,human,['Ian'],['Ian#13182'],[''],4,38,11,0
148,5902,all,orc,['phiL'],['phiL#24589'],['p031'],4,73,21,0
149,5900,all,random,['Tractor'],['Tractor#21408'],['p035'],4,401,146,0
150,5898,all,night_elf,['focusxue'],['focusxue#1529'],[''],4,31,16,0
151,5897,all,random,['Onva'],['Onva#1838'],['p090'],4,23,5,0
152,5894,all,random,['DAVINSON'],['DAVINSON#2129'],['p002'],4,9,2,0
153,5893,all,human,['Ravecharmer'],['Ravecharmer#2130'],['p052'],4,21,1,0
154,5893,all,undead,['Buzz'],['Buzz#22696'],['p086'],4,40,10,0
155,5892,all,night_elf,['iseeddppl'],['iseeddppl#2696'],['p113'],4,233,80,0
156,5892,all,random,['CrazyTomato'],['CrazyTomato#1263'],[''],4,10,1,0
157,5888,all,human,['Kanogunz'],['Kanogunz#3920'],['p025'],4,11,0,0
158,5885,all,night_elf,['KishMish'],['KishMish#21893'],['p069'],4,21,7,0
159,5883,all,undead,['panghu'],['panghu#21169'],['p056'],4,10,0,0
160,5883,all,human,['Fluffy'],['Fluffy#23194'],['p029'],4,17,3,0
161,5880,all,human,['TiB'],['TiB#2357'],['p031'],4,140,48,0
162,5880,all,orc,['ToughMint'],['ToughMint#3756'],[''],4,34,10,0
163,5879,all,orc,['canonInD'],['canonInD#11118'],[''],4,23,6,0
164,5877,all,undead,['ZueD'],['ZueD#2774'],['p043'],4,17,5,0
165,5877,all,undead,['oT100u'],['oT100u#2291'],['p119'],4,138,49,0
166,5877,all,undead,['DkHRazerRain'],['DkHRazerRain#2884'],['p022'],4,80,30,0
167,5876,all,human,['DoSa'],['DoSa#31427'],['p073'],4,51,25,0
168,5876,all,night_elf,['MillaChilla'],['MillaChilla#2798'],['p047'],4,12,1,0
169,5876,all,random,['Rici'],['Rici#2903'],['p055'],4,625,197,0
170,5875,all,orc,['iYm'],['iYm#2769'],['p054'],4,27,5,0
171,5875,all,undead,['KiLleRFuN'],['KiLleRFuN#11516'],[''],4,306,152,0
172,5874,all,human,['Kolma'],['Kolma#1902'],['p056'],4,278,126,0
173,5873,all,night_elf,['SoYma'],['SoYma#2943'],['p045'],4,21,6,0
174,5869,all,undead,['Deathwing'],['Deathwing#12439'],[''],4,20,3,0
175,5867,all,random,['PeNguiN'],['PeNguiN#14419'],[''],4,27,8,0
176,5865,all,human,['Bhutan'],['Bhutan#2936'],['p072'],4,52,12,0
177,5864,all,human,['Zion'],['Zion#31317'],[''],4,74,25,0
178,5862,all,random,['Kepler'],['Kepler#21121'],['p070'],4,15,0,0
179,5861,all,night_elf,['Krazy'],['Krazy#11328'],['p045'],4,16,2,0
180,5860,all,orc,['잘부탁드립니다'],['잘부탁드립니다#31701'],['p033'],4,19,4,0
181,5859,all,orc,['KishMish'],['KishMish#21893'],['p069'],4,10,1,0
182,5856,all,undead,['슈퍼마로'],['슈퍼마로#3681'],['p040'],4,16,4,0
183,5854,all,night_elf,['xiaoyao'],['xiaoyao#11596'],[''],4,72,27,0
184,5851,all,random,['Tarran'],['Tarran#2790'],['p113'],4,58,14,0
185,5849,all,orc,['DayOftheDeAd'],['DayOftheDeAd#2175'],[''],4,17,5,0
186,5849,all,random,['Destroyer'],['Destroyer#111986'],['p106'],4,69,30,0
187,5848,all,orc,['herothe4got'],['herothe4got#2208'],['p088'],4,31,13,0
188,5848,all,undead,['Gionne'],['Gionne#1255'],['p004'],4,90,37,0
189,5847,all,human,['Rob'],['Rob#24463'],['p030'],4,16,2,0
190,5847,all,orc,['sehnsucht'],['sehnsucht#31604'],['p007'],4,75,29,0
191,5847,all,human,['Streuner'],['Streuner#1397'],['p036'],4,63,23,0
192,5845,all,human,['Gogoplata'],['Gogoplata#21125'],['p088'],4,51,20,0
193,5845,all,undead,['MontuZ'],['MontuZ#11209'],['p054'],4,9,1,0
194,5845,all,orc,['Akee'],['Akee#1861'],['p088'],4,18,3,0
195,5844,all,random,['Susiria'],['Susiria#11313'],[''],4,12,0,0
196,5844,all,human,['Durrrrrrr'],['Durrrrrrr#21219'],['p090'],4,32,4,0
197,5843,all,undead,['BadrArmy'],['BadrArmy#2991'],['p051'],4,9,0,0
198,5839,all,random,['KurdishRoots'],['KurdishRoots#2965'],['p091'],4,46,22,0
199,5838,all,random,['DoSa'],['DoSa#31427'],['p073'],4,109,53,0
200,5837,all,random,['Anastasia'],['Anastasia#22904'],['p124'],4,9,0,0
201,5836,all,random,['AlexFrost'],['AlexFrost#2906'],['p055'],4,128,62,0
202,5835,all,orc,['CrocBlanc'],['CrocBlanc#21926'],['p017'],4,14,4,0
203,5834,all,orc,['FollowSerrey'],['FollowSerrey#2869'],['p084'],4,20,4,0
204,5833,all,orc,['KillOutMouse'],['KillOutMouse#3188'],[''],4,20,4,0
205,5833,all,human,['iseeddppl'],['iseeddppl#2696'],['p113'],4,74,22,0
206,5832,all,night_elf,['kNox'],['kNox#11897'],['p046'],4,525,218,0
207,5831,all,orc,['Wabooz'],['Wabooz#1229'],['p052'],4,246,98,0
208,5831,all,random,['Relax'],['Relax#22275'],['p086'],4,164,63,0
209,5830,all,human,['doodad'],['doodad#21176'],['p003'],4,181,90,0
210,5830,all,night_elf,['phiL'],['phiL#24589'],['p031'],4,39,15,0
211,5829,all,orc,['Resc'],['Resc#21631'],['p003'],4,8,1,0
212,5829,all,night_elf,['KnightKane'],['KnightKane#31815'],['p017'],4,66,24,0
213,5828,all,random,['pinkink'],['pinkink#21426'],[''],4,21,5,0
214,5826,all,human,['Untier'],['Untier#2580'],['p095'],4,9,5,0
215,5825,all,night_elf,['Pokey26'],['Pokey26#1244'],['p004'],4,20,5,0
216,5824,all,undead,['HyYyBriS'],['HyYyBriS#2549'],['p118'],4,410,198,0
217,5824,all,human,['TonyMontana'],['TonyMontana#21901'],[''],4,8,1,0
218,5824,all,random,['Mad'],['Mad#2754'],['p122'],4,13,0,0
219,5823,all,undead,['Jeremiah'],['Jeremiah#21196'],['p088'],4,76,24,0
220,5822,all,human,['NfacSahne'],['NfacSahne#2469'],['p031'],4,116,60,0
221,5820,all,random,['Stertorie'],['Stertorie#2631'],['p006'],4,81,36,0
222,5820,all,random,['DanGer'],['DanGer#2365'],['p003'],4,31,10,0
223,5817,all,random,['mtrx'],['mtrx#21682'],[''],4,40,12,0
224,5816,all,random,['gurada18'],['gurada18#3686'],['p051'],4,164,85,0
225,5814,all,random,['Unknown'],['Unknown#26983'],['p089'],4,37,12,0
226,5814,all,night_elf,['NoTrixZ'],['NoTrixZ#2296'],['p052'],4,29,8,0
227,5813,all,night_elf,['선빵'],['선빵#31464'],[''],4,9,1,0
228,5812,all,human,['snowflake'],['snowflake#12770'],[''],4,12,0,0
229,5811,all,undead,['veS'],['veS#1614'],['p106'],4,31,11,0
230,5810,all,human,['StickyHands'],['StickyHands#2653'],['p027'],4,229,96,0
231,5809,all,random,['Lucky'],['Lucky#17526'],[''],4,10,0,0
232,5807,all,night_elf,['zeLt'],['zeLt#2310'],['p088'],4,88,46,0
233,5807,all,orc,['DoSa'],['DoSa#31427'],['p073'],4,24,8,0
234,5807,all,orc,['Maybe'],['Maybe#31387'],[''],4,18,5,0
235,5807,all,random,['justD'],['justD#11940'],['p109'],4,50,16,0
236,5806,all,random,['lady'],['lady#31294'],[''],4,462,194,0
237,5806,all,human,['TrainY'],['TrainY#21418'],['p019'],4,76,41,0
238,5804,all,random,['MaTiFaX'],['MaTiFaX#2947'],['p039'],4,300,111,0
239,5803,all,random,['YibeiKafei'],['YibeiKafei#3381'],[''],4,53,20,0
240,5800,all,random,['Jaood'],['Jaood#21322'],['p007'],4,99,36,0
241,5800,all,random,['SheiMin'],['SheiMin#21942'],['p003'],4,55,18,0
242,5800,all,orc,['KeNzO'],['KeNzO#2609'],['p038'],4,121,59,0
243,5800,all,human,['Akee'],['Akee#1861'],['p088'],4,19,2,0
244,5799,all,orc,['yariyy1'],['yariyy1#2450'],[''],4,37,25,0
245,5799,all,random,['MassOwn'],['MassOwn#1977'],['p037'],4,53,18,0
246,5797,all,human,['Sunny'],['Sunny#23708'],['p093'],4,34,12,0
247,5796,all,undead,['KishMish'],['KishMish#21893'],['p069'],4,10,4,0
248,5795,all,human,['Grubby'],['Grubby#21816'],['p073'],4,59,18,0
249,5795,all,human,['CaraVigo'],['CaraVigo#3799'],[''],4,42,13,0
250,5794,all,random,['JacK'],['JacK#22952'],['p027'],4,82,37,0
251,5794,all,night_elf,['MaTiFaX'],['MaTiFaX#2947'],['p039'],4,43,18,0
252,5793,all,night_elf,['Moon1234'],['Moon1234#21867'],['p045'],4,8,1,0
253,5791,all,night_elf,['DIDI8'],['DIDI8#21714'],['p003'],4,140,61,0
254,5790,all,orc,['XM0205'],['XM0205#1149'],[''],4,43,12,0
255,5788,all,undead,['Nag'],['Nag#2985'],['p041'],4,20,7,0
256,5788,all,human,['Boss'],['Boss#35623'],[''],4,74,20,0
257,5787,all,undead,['isGone'],['isGone#2127'],['p003'],4,18,3,0
258,5786,all,undead,['Millenium'],['Millenium#2738'],['p045'],4,17,3,0
259,5784,all,night_elf,['SpriteMoon'],['SpriteMoon#2854'],['p050'],4,250,123,0
260,5783,all,orc,['MuscleMike'],['MuscleMike#11122'],['p098'],4,341,148,0
261,5783,all,random,['WhiteBars'],['WhiteBars#21124'],['p051'],4,97,33,0
262,5782,all,undead,['Trex'],['Trex#2990'],['p105'],4,48,17,0
263,5781,all,random,['Axslav'],['Axslav#11455'],[''],4,19,7,0
264,5781,all,random,['Kakarotto'],['Kakarotto#11456'],[''],4,9,3,0
265,5780,all,undead,['ViCtOry'],['ViCtOry#2784'],['p116'],4,26,12,0
266,5778,all,undead,['Opeth'],['Opeth#21935'],['p092'],4,196,94,0
267,5777,all,human,['Comply'],['Comply#11551'],[''],4,95,38,0
268,5777,all,orc,['Buzz'],['Buzz#22696'],['p086'],4,52,15,0
269,5775,all,orc,['Dukkha'],['Dukkha#2551'],['p038'],4,128,69,0
270,5774,all,orc,['Jatz'],['Jatz#2507'],[''],4,22,5,0
271,5773,all,orc,['BloodBath'],['BloodBath#12237'],[''],4,59,22,0
272,5773,all,orc,['TrickyHunter'],['TrickyHunter#2149557'],['p037'],4,5,4,0
273,5772,all,night_elf,['Rome'],['Rome#12664'],['p086'],4,69,31,0
274,5771,all,orc,['슈퍼그랑죠'],['슈퍼그랑죠#31523'],[''],4,887,480,0
275,5770,all,human,['TodFans'],['TodFans#1308'],[''],4,77,31,0
276,5770,all,random,['PLAYHARDGPRO'],['PLAYHARDGPRO#2923'],['p001'],4,30,12,0
277,5769,all,undead,['LDK'],['LDK#21919'],['p038'],4,23,7,0
278,5769,all,orc,['SkiPP0'],['SkiPP0#2168'],['p045'],4,14,2,0
279,5769,all,orc,['Wc3ard'],['Wc3ard#2457'],['p097'],4,628,262,0
280,5768,all,orc,['LDK'],['LDK#21919'],['p038'],4,45,16,0
281,5768,all,human,['amrolay'],['amrolay'],[''],4,81,34,0
282,5768,all,human,['AngryPenguin'],['AngryPenguin#21599'],['p031'],4,166,74,0
283,5768,all,undead,['DiOneLife'],['DiOneLife#2159'],['p016'],4,144,54,0
284,5768,all,orc,['BuzzT'],['BuzzT#1853'],['p003'],4,28,9,0
285,5767,all,human,['NewVince'],['NewVince#2663'],['p113'],4,17,1,0
286,5766,all,random,['yanot'],['yanot#2329'],['p088'],4,49,18,0
287,5764,all,human,['sehnsucht'],['sehnsucht#31604'],['p007'],4,11,4,0
288,5764,all,undead,['TylerOnline'],['TylerOnline#11281'],[''],4,14,6,0
289,5763,all,orc,['crusader'],['crusader#2611'],['p074'],4,267,110,0
290,5763,all,random,['Кувейт'],['Кувейт#2337'],['p111'],4,43,18,0
291,5763,all,random,['WalDelice'],['WalDelice#2594'],[''],4,13,2,0
292,5762,all,human,['Tarran'],['Tarran#2790'],['p113'],4,81,37,0
293,5762,all,undead,['HeHaBucT1'],['HeHaBucT1#2373'],['p004'],4,22,7,0
294,5761,all,orc,['Arma'],['Arma#2519'],['p036'],4,5,0,0
295,5759,all,human,['WestJiang'],['WestJiang#1397'],['p004'],4,74,43,0
296,5759,all,random,['PrideStalker'],['PrideStalker#11580'],['p019'],4,26,8,0
297,5757,all,orc,['IamSeYmOuR'],['IamSeYmOuR#2365'],['p076'],4,23,9,0
298,5754,all,orc,['DoSa'],['DoSa#31427'],['p073'],4,149,54,0
299,5753,all,undead,['ToughMint'],['ToughMint#3756'],[''],4,113,61,0
300,5753,all,orc,['Gigolorixx'],['Gigolorixx#2539'],['p053'],4,14,2,0
301,5752,all,orc,['qzl2023'],['qzl2023#3333'],[''],4,57,24,0
302,5752,all,undead,['uAllGod'],['uAllGod#3751'],[''],4,101,42,0
303,5751,all,human,['ARON'],['ARON#31412'],[''],4,130,51,0
304,5751,all,orc,['BesTinWesT'],['BesTinWesT#1208'],[''],4,60,26,0
305,5751,all,undead,['terqm'],['terqm#3326'],[''],4,108,39,0
306,5751,all,random,['ilares'],['ilares#2227'],['p050'],4,178,56,0
307,5750,all,orc,['Jellzor'],['Jellzor#2813'],['p086'],4,54,23,0
308,5749,all,random,['reusbvb'],['reusbvb#21819'],['p055'],4,162,66,0
309,5747,all,undead,['Feartheg0lem'],['Feartheg0lem#2188'],['p043'],4,5,0,0
310,5747,all,random,['Zion'],['Zion#31317'],[''],4,61,23,0
311,5746,all,orc,['IPFBACHGOTT'],['IPFBACHGOTT#2505'],['p074'],4,52,26,0
312,5746,all,undead,['Cuddle'],['Cuddle#11585'],[''],4,167,67,0
313,5746,all,human,['MSSCREEN'],['MSSCREEN#2620'],[''],4,46,12,0
314,5746,all,random,['KingRagnar45'],['KingRagnar45#2405'],['p110'],4,6,0,0
315,5745,all,human,['BigDan89'],['BigDan89#2307'],['p113'],4,6,0,0
316,5745,all,human,['김재키'],['김재키#3967'],[''],4,164,98,0
317,5744,all,night_elf,['DoSa'],['DoSa#31427'],['p073'],4,10,2,0
318,5742,all,orc,['BattleOwning'],['BattleOwning#2984'],['p121'],4,16,4,0
319,5740,all,orc,['孟祥宇'],['孟祥宇#1352'],[''],4,79,34,0
320,5740,all,undead,['기계제작법및실습'],['기계제작법및실습#3451'],[''],4,173,85,0
321,5739,all,night_elf,['Segunda'],['Segunda#2524'],['p001'],4,183,91,0
322,5737,all,orc,['Streuner'],['Streuner#1397'],['p036'],4,45,21,0
323,5736,all,orc,['Onva'],['Onva#1838'],['p090'],4,21,6,0
324,5736,all,orc,['BadrArmy'],['BadrArmy#2991'],['p051'],4,14,6,0
325,5736,all,orc,['NemkoSK'],['NemkoSK#2888'],['p015'],4,73,41,0
326,5735,all,orc,['firestarsm'],['firestarsm#3672'],['p002'],4,30,10,0
327,5733,all,orc,['ZueD'],['ZueD#2774'],['p043'],4,12,0,0
328,5733,all,random,['Teo'],['Teo#23801'],['p086'],4,21,6,0
329,5733,all,undead,['llllllIllllI'],['llllllIllllI#1813'],['p110'],4,15,2,0
330,5731,all,human,['Madrack'],['Madrack#2693'],['p093'],4,679,386,0
331,5730,all,orc,['Comply'],['Comply#11551'],[''],4,10,2,0
332,5730,all,human,['davy'],['davy#11913'],[''],4,10,2,0
333,5730,all,orc,['Zion'],['Zion#31317'],[''],4,105,41,0
334,5729,all,random,['borismirheis'],['borismirheis#2574'],['p088'],4,19,4,0
335,5728,all,undead,['eureka'],['eureka#11502'],[''],4,9,0,0
336,5727,all,night_elf,['Suzumiya'],['Suzumiya#2787'],['p052'],4,46,15,0
337,5727,all,night_elf,['PSC'],['PSC#21925'],['p085'],4,35,12,0
338,5726,all,undead,['Speedbreaker'],['Speedbreaker#2941'],['p041'],4,15,6,0
339,5723,all,night_elf,['EMLSDH'],['EMLSDH#1166'],[''],4,19,6,0
