rank,mmr,searchRace,race,toonname,battleTag,avatarId,division,wins,losses,draws
47,5787,all,random,['BLOOD'],['BLOOD#2354'],['p056'],4,51,8,0
48,5774,all,random,['CrazyPhenix'],['CrazyPhenix#21169'],['p112'],4,23,6,0
49,5773,all,random,['Risk'],['Risk#2893'],['p074'],4,16,4,0
50,5770,all,orc,['nr5ive'],['nr5ive#1339'],[''],4,28,5,0
51,5770,all,random,['Kavaky'],['Kavaky#2844'],['p050'],4,23,8,0
52,5766,all,random,['CoLeXuS'],['CoLeXuS#2963'],['p056'],4,64,15,0
53,5763,all,human,['BARD'],['BARD#2271'],['p113'],4,41,4,0
54,5762,all,random,['TheLeash'],['TheLeash#2846'],['p030'],4,31,3,0
55,5761,all,undead,['HoWarD'],['HoWarD#21143'],['p056'],4,27,3,0
56,5752,all,undead,['terqm'],['terqm#1326'],[''],4,59,11,0
57,5738,all,random,['catbot'],['catbot#21356'],['p003'],4,13,0,0
58,5731,all,orc,['AntykreatoR'],['AntykreatoR#21426'],['p081'],4,35,9,0
59,5729,all,orc,['Seaphi'],['Seaphi#4432'],[''],4,24,3,0
60,5724,all,undead,['Juoppolalli'],['Juoppolalli#21398'],['p003'],4,30,11,0
61,5723,all,human,['x3m4'],['x3m4#21845'],['p051'],4,34,6,0
62,5722,all,random,['Jin'],['Jin#16263'],[''],4,38,15,0
63,5717,all,human,['Eversor'],['Eversor#31935'],[''],4,27,2,0
64,5715,all,human,['Zekk'],['Zekk#1106'],[''],4,23,0,0
65,5712,all,orc,['Bennyman'],['Bennyman#21921'],['p037'],4,9,1,0
66,5708,all,night_elf,['Kanok'],['Kanok#2550'],['p113'],4,35,11,0
67,5706,all,random,['MowerRuleZ28'],['MowerRuleZ28#2892'],['p008'],4,79,37,0
68,5701,all,undead,['Fanfar'],['Fanfar#21879'],['p043'],4,27,6,0
69,5694,all,orc,['따니'],['따니#31629'],[''],4,64,15,0
70,5694,all,random,['TheNoObStraT'],['TheNoObStraT#1142'],[''],4,52,22,0
71,5693,all,orc,['Itchybuthole'],['Itchybuthole#11938'],[''],4,58,21,0
72,5692,all,random,['Nobody'],['Nobody#31155'],[''],4,81,38,0
73,5688,all,human,['작은바지'],['작은바지#310572'],[''],4,119,33,0
74,5685,all,undead,['Wakawaka'],['Wakawaka#1812'],[''],4,88,47,0
75,5674,all,undead,['MustStop'],['MustStop#2505'],['p021'],4,8,3,0
76,5671,all,night_elf,['Donnert'],['Donnert#2217'],['p113'],4,21,4,0
77,5671,all,undead,['Net4thS'],['Net4thS#3171'],[''],4,90,16,0
78,5667,all,random,['LePamplemou'],['LePamplemou#2274'],['p088'],4,43,15,0
79,5665,all,orc,['BouncyKnight'],['BouncyKnight#2115105'],['p041'],4,19,4,0
80,5657,all,random,['pandemonium'],['pandemonium#11351'],['p004'],4,22,4,0
81,5655,all,human,['OldBoy'],['OldBoy#21370'],['p119'],4,19,1,0
82,5653,all,orc,['ThyRefuge'],['ThyRefuge#1212'],[''],4,16,2,0
83,5651,all,orc,['juen'],['juen#31445'],[''],4,22,4,0
84,5648,all,human,['Hobo'],['Hobo#12586'],[''],4,11,0,0
85,5647,all,random,['AntykreatoR'],['AntykreatoR#21426'],['p081'],4,20,1,0
86,5643,all,human,['Sm0ve'],['Sm0ve#21742'],['p071'],4,14,2,0
87,5641,all,orc,['NoMa'],['NoMa#21129'],['p096'],4,17,1,0
88,5641,all,undead,['Harb'],['Harb#2176'],[''],4,16,4,0
89,5636,all,human,['SanGOghost'],['SanGOghost#41605'],['p068'],4,50,23,0
90,5634,all,random,['WGhost'],['WGhost#11846'],[''],4,96,48,0
91,5633,all,orc,['Luckylee93'],['Luckylee93#1111'],[''],4,73,10,0
92,5633,all,night_elf,['HyoJaManDu'],['HyoJaManDu#31635'],[''],4,23,1,0
93,5625,all,undead,['Starlight'],['Starlight#12675'],[''],4,13,0,0
94,5625,all,random,['JoelOsteen'],['JoelOsteen#11870'],['p002'],4,13,1,0
95,5624,all,undead,['PierreLG'],['PierreLG#2373'],['p043'],4,18,2,0
96,5623,all,undead,['Lucky'],['Lucky#212983'],['p084'],4,19,7,0
97,5621,all,human,['Eyeofthegoat'],['Eyeofthegoat#1647'],[''],4,17,6,0
98,5621,all,night_elf,['David'],['David#11646'],[''],4,13,7,0
99,5611,all,random,['Hella'],['Hella#1829'],[''],4,61,25,0
100,5610,all,human,['Bennyman'],['Bennyman#21921'],['p037'],4,11,1,0
101,5609,all,random,['Sojourner'],['Sojourner#11982'],[''],4,12,5,0
102,5606,all,orc,['Ian'],['Ian#13182'],[''],4,9,0,0
103,5603,all,random,['x3m4'],['x3m4#21845'],['p051'],4,24,3,0
104,5601,all,orc,['benjiii'],['benjiii#1588'],['p105'],4,18,0,0
105,5599,all,human,['LoveIyArcher'],['LoveIyArcher#1964'],['p122'],4,9,0,0
106,5587,all,undead,['Morphling'],['Morphling#2651'],['p003'],4,37,11,0
107,5587,all,orc,['Zazza'],['Zazza#21442'],['p096'],4,22,6,0
108,5587,all,human,['Bundy'],['Bundy#2832'],[''],4,14,4,0
109,5585,all,undead,['th3crow'],['th3crow#21780'],['p042'],4,83,35,0
110,5583,all,random,['Collins'],['Collins#2110'],['p095'],4,19,4,0
111,5582,all,human,['MonkeyAC'],['MonkeyAC#2570'],['p093'],4,25,12,0
112,5575,all,random,['eaz'],['eaz#21823'],['p054'],4,25,5,0
113,5575,all,random,['Seaphi'],['Seaphi#4432'],[''],4,39,5,0
114,5574,all,orc,['머스타드'],['머스타드#31264'],[''],4,97,47,0
115,5573,all,orc,['Superstrings'],['Superstrings#1911'],['p003'],4,29,12,0
116,5568,all,undead,['灰虫'],['灰虫#3736'],[''],4,28,2,0
117,5568,all,orc,['Jimbo'],['Jimbo#13350'],['p004'],4,10,2,0
118,5568,all,human,['DaniMarie'],['DaniMarie#11934'],[''],4,40,19,0
119,5565,all,orc,['Rel0ad'],['Rel0ad#1622'],[''],4,13,1,0
120,5564,all,random,['jerreeyoen'],['jerreeyoen#1281'],[''],4,55,29,0
121,5559,all,random,['Teutonis'],['Teutonis#2880'],['p118'],4,13,4,0
122,5557,all,random,['NavyElk'],['NavyElk#21733'],['p121'],4,54,5,0
123,5557,all,human,['Sunny'],['Sunny#23708'],['p093'],4,21,1,0
124,5557,all,night_elf,['Lado'],['Lado#1600'],['p048'],4,19,10,0
125,5554,all,undead,['Kubark'],['Kubark#21166'],['p083'],4,16,3,0
126,5551,all,undead,['panda'],['panda#21457'],['p056'],4,12,2,0
127,5551,all,random,['Bongoend'],['Bongoend#2532'],[''],4,12,2,0
128,5548,all,random,['jam'],['jam#1643'],[''],4,64,8,0
129,5548,all,undead,['Han'],['Han#3226'],[''],4,19,6,0
130,5546,all,undead,['Anythings'],['Anythings#2698'],['p119'],4,31,1,0
131,5544,all,random,['DaroO'],['DaroO#21297'],['p107'],4,37,9,0
132,5542,all,undead,['NicholasHau'],['NicholasHau#6445'],['p040'],4,40,18,0
133,5540,all,undead,['HoneyHam'],['HoneyHam#11536'],['p068'],4,7,2,0
134,5540,all,random,['bobpsy0'],['bobpsy0#2870'],['p088'],4,30,18,0
135,5539,all,random,['Sinae'],['Sinae#2462'],['p003'],4,17,0,0
136,5539,all,undead,['Ragnar'],['Ragnar#2597'],['p113'],4,12,1,0
137,5538,all,night_elf,['Asambale'],['Asambale#2257'],['p048'],4,16,4,0
138,5537,all,human,['JumpyWizard'],['JumpyWizard#2202208'],['p030'],4,10,0,0
139,5532,all,undead,['Dolorse'],['Dolorse#3557'],[''],4,17,5,0
140,5532,all,orc,['lame4fun'],['lame4fun#1317'],['p016'],4,14,1,0
141,5531,all,night_elf,['Ren'],['Ren#22901'],['p054'],4,15,3,0
142,5531,all,night_elf,['Loxdown'],['Loxdown#1155'],[''],4,69,26,0
143,5530,all,random,['Grave'],['Grave#22407'],['p045'],4,37,18,0
144,5530,all,random,['Bogus'],['Bogus#1733'],['p079'],4,16,0,0
145,5528,all,human,['BadrArmy'],['BadrArmy#2991'],['p051'],4,6,2,0
146,5521,all,orc,['diedie'],['diedie#11413'],[''],4,47,11,0
147,5521,all,night_elf,['Garden'],['Garden#12409'],[''],4,7,2,0
148,5521,all,random,['bradstevens'],['bradstevens#1732'],[''],4,11,1,0
149,5520,all,night_elf,['kongfa'],['kongfa#31586'],[''],4,9,2,0
150,5518,all,human,['Modezar'],['Modezar#2220'],['p056'],4,17,8,0
151,5517,all,orc,['Zbat'],['Zbat#21713'],['p036'],4,7,1,0
152,5516,all,night_elf,['romirak'],['romirak#21805'],['p049'],4,22,5,0
153,5514,all,undead,['IreneSupaFan'],['IreneSupaFan#1506'],[''],4,13,3,0
154,5514,all,random,['Morphling'],['Morphling#2651'],['p003'],4,10,1,0
155,5512,all,orc,['Granzort'],['Granzort#1157'],[''],4,8,1,0
156,5511,all,random,['Estroky'],['Estroky#2231'],['p053'],4,21,8,0
157,5511,all,human,['davy'],['davy#11913'],[''],4,7,0,0
158,5510,all,night_elf,['TjDexter'],['TjDexter#2377'],['p087'],4,12,1,0
159,5509,all,orc,['TouZ69'],['TouZ69#2811'],['p112'],4,13,4,0
160,5508,all,human,['Statuck'],['Statuck#1593'],[''],4,9,0,0
161,5508,all,orc,['Azra'],['Azra#21324'],['p097'],4,63,19,0
162,5505,all,random,['Szauson2'],['Szauson2#2177'],['p111'],4,19,10,0
163,5505,all,random,['KRUSHER'],['KRUSHER#11257'],[''],4,46,17,0
164,5505,all,night_elf,['CuN'],['CuN#1303'],[''],4,140,57,0
165,5504,all,human,['CaraVigo'],['CaraVigo#3799'],[''],4,64,25,0
166,5504,all,human,['UnholyFrenzy'],['UnholyFrenzy#1719'],[''],4,28,11,0
167,5504,all,human,['Woodchuck'],['Woodchuck#21419'],['p016'],4,22,9,0
168,5503,all,human,['Area51'],['Area51#11163'],['p017'],4,9,1,0
169,5503,all,human,['Lucefer'],['Lucefer#21833'],['p018'],4,54,16,0
170,5502,all,orc,['BlackNipples'],['BlackNipples#3193'],[''],4,10,3,0
171,5501,all,orc,['LuckyOwl'],['LuckyOwl#216805'],['p098'],4,11,4,0
172,5501,all,random,['Realm'],['Realm#21547'],['p010'],4,23,13,0
173,5500,all,human,['Souge'],['Souge#1138'],['p069'],4,42,15,0
174,5499,all,random,['Sm0ve'],['Sm0ve#21742'],['p071'],4,16,3,0
175,5499,all,orc,['LilBlippi'],['LilBlippi#1214'],[''],4,17,2,0
176,5495,all,orc,['DlCKLA'],['DlCKLA#1726'],[''],4,46,31,0
177,5494,all,human,['Keyb0ARd'],['Keyb0ARd#21136'],['p035'],4,13,4,0
178,5494,all,random,['sway'],['sway#11550'],[''],4,50,25,0
179,5493,all,undead,['monkey316'],['monkey316#1976'],['p081'],4,34,12,0
180,5493,all,orc,['tickle'],['tickle#11598'],[''],4,54,18,0
181,5491,all,random,['어보미'],['어보미#3415'],[''],4,12,3,0
182,5490,all,random,['Brisken'],['Brisken#2184'],['p078'],4,10,3,0
183,5487,all,random,['DeCo'],['DeCo#21490'],['p003'],4,8,1,0
184,5484,all,human,['NoMa'],['NoMa#21129'],['p096'],4,10,4,0
185,5481,all,human,['BOMB'],['BOMB#31327'],['p003'],4,31,6,0
186,5480,all,orc,['skystream101'],['skystream101#1634'],[''],4,11,7,0
187,5479,all,random,['Feuerfrosch'],['Feuerfrosch#212500'],['p004'],4,23,13,0
188,5478,all,random,['Strobel'],['Strobel#2578'],[''],4,28,21,0
189,5476,all,orc,['ERK'],['ERK#1655'],[''],4,10,1,0
190,5476,all,orc,['PornStar4You'],['PornStar4You#2874'],['p097'],4,7,0,0
191,5475,all,human,['anv'],['anv#21649'],[''],4,32,13,0
192,5475,all,orc,['ibabo'],['ibabo#3276'],[''],4,9,1,0
193,5475,all,random,['Biggy'],['Biggy#21609'],['p055'],4,17,3,0
194,5475,all,random,['khelandel'],['khelandel#2596'],['p091'],4,30,7,0
195,5473,all,undead,['hospadi'],['hospadi#2150'],['p104'],4,44,16,0
196,5472,all,random,['SeminoRossi'],['SeminoRossi#21538'],['p032'],4,8,0,0
197,5471,all,undead,['PokerNpizzA'],['PokerNpizzA#1168'],[''],4,20,8,0
198,5471,all,undead,['catbot'],['catbot#21356'],['p003'],4,22,9,0
199,5471,all,night_elf,['x3m4'],['x3m4#21845'],['p051'],4,8,0,0
200,5470,all,random,['ArtK'],['ArtK#21815'],['p053'],4,88,53,0
201,5470,all,random,['Kogeramit'],['Kogeramit#2197'],[''],4,16,6,0
202,5465,all,random,['xDeRealx'],['xDeRealx#2959'],['p055'],4,6,1,0
203,5464,all,human,['SoloZizhao'],['SoloZizhao#1667'],[''],4,115,52,0
204,5464,all,human,['Urrican'],['Urrican#2545'],['p056'],4,15,6,0
205,5463,all,random,['XDARKDRAGONX'],['XDARKDRAGONX#21177'],[''],4,47,20,0
206,5459,all,human,['Loxdown'],['Loxdown#1155'],[''],4,9,5,0
207,5458,all,orc,['xingxing'],['xingxing#11406'],[''],4,33,6,0
208,5458,all,human,['VandaL'],['VandaL#21547'],['p029'],4,39,20,0
209,5457,all,human,['Agan1981'],['Agan1981#1493'],['p027'],4,11,3,0
210,5457,all,night_elf,['ROCKENROLLA'],['ROCKENROLLA#1711'],[''],4,6,1,0
211,5456,all,undead,['LoLOo'],['LoLOo#21174'],['p001'],4,22,12,0
212,5455,all,random,['JoHae'],['JoHae#2592'],[''],4,27,17,0
213,5454,all,human,['이로운악마'],['이로운악마#3746'],['p105'],4,14,1,0
214,5454,all,random,['KoveN'],['KoveN#2968'],['p055'],4,25,16,0
215,5454,all,orc,['DeadlyKitten'],['DeadlyKitten#118672'],['p099'],4,6,1,0
216,5454,all,random,['Aihoney'],['Aihoney#2817'],['p054'],4,20,12,0
217,5451,all,random,['Hell'],['Hell#2659'],['p088'],4,45,13,0
218,5450,all,random,['bread'],['bread#12238'],[''],4,14,5,0
219,5450,all,orc,['ITA'],['ITA#1361'],[''],4,11,4,0
220,5450,all,human,['Squall'],['Squall#22445'],['p091'],4,26,10,0
221,5449,all,undead,['Selador'],['Selador#21169'],['p055'],4,26,12,0
222,5449,all,random,['aku'],['aku#4274'],[''],4,15,9,0
223,5447,all,human,['TOMATOMATO'],['TOMATOMATO#31350'],[''],4,50,15,0
224,5447,all,night_elf,['Schnorri'],['Schnorri#2828'],['p111'],4,23,11,0
225,5446,all,human,['벜미'],['벜미#3763'],[''],4,155,83,0
226,5446,all,random,['oohwee'],['oohwee#21640'],['p039'],4,16,7,0
227,5446,all,human,['Kain'],['Kain#2164'],['p092'],4,13,0,0
228,5444,all,random,['Jazreth'],['Jazreth#2895'],[''],4,10,3,0
229,5444,all,human,['Glint'],['Glint#1109'],['p113'],4,13,5,0
230,5443,all,orc,['PomYou'],['PomYou#1700'],['p121'],4,8,3,0
231,5443,all,orc,['Shepard'],['Shepard#22129'],[''],4,17,8,0
232,5443,all,human,['MisterWinner'],['MisterWinner#21670'],['p093'],4,8,0,0
233,5442,all,undead,['Michael'],['Michael#27505'],['p045'],4,10,3,0
234,5442,all,undead,['LeBon'],['LeBon#11436'],[''],4,52,27,0
235,5442,all,night_elf,['Starks'],['Starks#2765'],['p055'],4,13,3,0
236,5442,all,human,['Overkikoolol'],['Overkikoolol#2246'],['p029'],4,39,15,0
237,5441,all,human,['liaozp2001'],['liaozp2001#3344'],['p019'],4,49,13,0
238,5440,all,orc,['모험가'],['모험가#316302948'],[''],4,16,0,0
239,5440,all,random,['Witcom'],['Witcom#21409'],['p113'],4,47,9,0
240,5439,all,night_elf,['RedAdmiral'],['RedAdmiral#21994'],['p048'],4,5,0,0
241,5439,all,undead,['headhunter'],['headhunter#12711'],[''],4,12,2,0
242,5438,all,undead,['TeaWhoYou'],['TeaWhoYou#21892'],['p039'],4,12,5,0
243,5436,all,undead,['MoMamba'],['MoMamba#11309'],[''],4,73,10,0
244,5435,all,undead,['Sixa'],['Sixa#21544'],['p054'],4,8,0,0
245,5433,all,random,['Georgie'],['Georgie#1288'],['p025'],4,70,29,0
246,5433,all,human,['Checco'],['Checco#11163'],[''],4,69,18,0
247,5433,all,random,['DasMicro'],['DasMicro#1691'],[''],4,16,0,0
248,5432,all,orc,['Fantasystorm'],['Fantasystorm#2479'],['p092'],4,9,3,0
249,5430,all,orc,['Arcturis'],['Arcturis#1931'],[''],4,12,5,0
250,5430,all,random,['tdshardcore'],['tdshardcore#1682'],[''],4,8,2,0
251,5427,all,undead,['Ren'],['Ren#22901'],['p054'],4,15,4,0
252,5425,all,human,['Vagger'],['Vagger#21672'],['p113'],4,13,3,0
253,5424,all,random,['S21102012'],['S21102012#2634'],['p056'],4,5,0,0
254,5424,all,undead,['SatyrCleve'],['SatyrCleve#1670'],[''],4,8,2,0
255,5423,all,random,['ReseT'],['ReseT#11606'],['p004'],4,25,11,0
256,5421,all,orc,['headhunter'],['headhunter#12711'],[''],4,9,3,0
257,5419,all,undead,['Teune'],['Teune#21185'],['p106'],4,15,6,0
258,5418,all,orc,['Statuck'],['Statuck#1593'],[''],4,8,1,0
259,5418,all,undead,['jau69'],['jau69#1873'],['p044'],4,11,4,0
260,5416,all,random,['Scoobers'],['Scoobers#2480'],['p091'],4,5,0,0
261,5416,all,random,['Tiktaalik'],['Tiktaalik#1781'],[''],4,16,0,0
262,5415,all,random,['Krux'],['Krux#2680'],['p016'],4,24,14,0
263,5414,all,orc,['s2king'],['s2king#1388'],[''],4,7,0,0
264,5414,all,undead,['Ninja'],['Ninja#3310'],[''],4,13,4,0
265,5414,all,undead,['Reign'],['Reign#2572'],['p038'],4,5,0,0
266,5412,all,orc,['MyBigWilliam'],['MyBigWilliam#2797'],['p055'],4,9,3,0
267,5411,all,human,['DeMoN'],['DeMoN#13663'],[''],4,79,35,0
268,5410,all,random,['Kamiboy'],['Kamiboy#21166'],['p053'],4,19,9,0
269,5409,all,random,['BaekDuSan'],['BaekDuSan#31570'],['p113'],4,61,30,0
270,5409,all,human,['StarBoy'],['StarBoy#12850'],[''],4,6,0,0
271,5409,all,random,['NicholasHau'],['NicholasHau#6445'],['p040'],4,6,0,0
272,5408,all,human,['xFury001'],['xFury001#1360'],[''],4,4,1,0
273,5408,all,human,['Agan1981'],['Agan1981#1493'],['p027'],4,50,16,0
274,5408,all,human,['Skyscream'],['Skyscream#21422'],['p032'],4,13,3,0
275,5407,all,random,['jeepcompass'],['jeepcompass#1909'],['p035'],4,8,0,0
276,5406,all,human,['Hardkill'],['Hardkill#2729'],['p086'],4,9,0,0
277,5406,all,random,['tickle'],['tickle#11598'],[''],4,25,3,0
278,5404,all,night_elf,['slaphappy'],['slaphappy#11700'],[''],4,20,7,0
279,5404,all,orc,['Prototype'],['Prototype#2504'],['p007'],4,6,1,0
280,5403,all,random,['Smile'],['Smile#3943'],['p006'],4,6,2,0
281,5403,all,undead,['Zomboes'],['Zomboes#2832'],['p109'],4,16,4,0
282,5400,all,undead,['Why'],['Why#21119'],['p085'],4,30,7,0
283,5400,all,random,['AskeLange'],['AskeLange#2705'],['p093'],4,30,21,0
284,5399,all,human,['locàlhost'],['locàlhost#2394'],['p031'],4,13,1,0
285,5398,all,random,['t0o0ld4that'],['t0o0ld4that#2838'],['p003'],4,6,0,0
286,5398,all,undead,['Teutonis'],['Teutonis#2880'],['p118'],4,10,0,0
287,5398,all,random,['Reiszeit'],['Reiszeit#2630'],['p111'],4,8,4,0
288,5398,all,undead,['Fubnub'],['Fubnub#2720'],['p090'],4,5,0,0
289,5398,all,random,['zlypanczur'],['zlypanczur#21830'],['p094'],4,6,1,0
290,5398,all,random,['picky'],['picky#3196'],[''],4,17,12,0
291,5397,all,random,['LichPlease'],['LichPlease#2236'],['p043'],4,5,1,0
292,5396,all,random,['WOLFBLADE'],['WOLFBLADE#1333'],[''],4,10,8,0
293,5394,all,night_elf,['DoYouKnowExe'],['DoYouKnowExe#2253'],['p109'],4,22,21,0
294,5394,all,human,['alal'],['alal#11880'],['p002'],4,18,6,0
295,5393,all,human,['corgi1990'],['corgi1990#1406'],[''],4,49,30,0
296,5392,all,orc,['KnightLite'],['KnightLite#11338'],[''],4,19,11,0
297,5392,all,random,['CrSkTiMe'],['CrSkTiMe#2228'],['p121'],4,9,0,0
298,5392,all,human,['떡볶이'],['떡볶이#31656'],[''],4,8,2,0
299,5392,all,human,['Wagnario'],['Wagnario#2452'],['p032'],4,22,14,0
300,5392,all,night_elf,['또르르르'],['또르르르#31240'],[''],4,8,2,0
301,5392,all,random,['Kain'],['Kain#2164'],['p092'],4,8,0,0
302,5391,all,human,['Razors'],['Razors#1622'],[''],4,5,1,0
303,5391,all,orc,['Nebiyu'],['Nebiyu#1803'],['p001'],4,15,10,0
304,5389,all,random,['Serenity'],['Serenity#13466'],[''],4,8,5,0
305,5389,all,random,['Anton'],['Anton#29547'],[''],4,25,14,0
306,5388,all,night_elf,['ЧудоМонах'],['ЧудоМонах#243754'],['p041'],4,8,2,0
307,5388,all,random,['IDKKKKKK'],['IDKKKKKK#3492'],['p111'],4,13,2,0
308,5388,all,orc,['R3slaW'],['R3slaW#2652'],['p105'],4,11,0,0
309,5388,all,human,['devhuman'],['devhuman#1641'],[''],4,19,10,0
310,5388,all,orc,['Shibarou'],['Shibarou#2298'],['p030'],4,12,3,0
311,5388,all,night_elf,['BoByNiO'],['BoByNiO#2414'],['p037'],4,12,2,0
312,5387,all,orc,['legalese'],['legalese#11103'],[''],4,21,10,0
313,5387,all,random,['SilentSword'],['SilentSword#1147492'],[''],4,38,20,0
314,5386,all,night_elf,['GRIZZLY'],['GRIZZLY#1630'],[''],4,7,1,0
315,5386,all,human,['CdkEy'],['CdkEy#21655'],['p117'],4,6,0,0
316,5385,all,random,['Crapman86'],['Crapman86#2403'],['p055'],4,23,11,0
317,5385,all,human,['MEIO'],['MEIO#11854'],[''],4,29,24,0
318,5385,all,human,['Tricky'],['Tricky#3454'],[''],4,24,5,0
319,5384,all,human,['Gugugu'],['Gugugu#21795'],['p104'],4,31,17,0
320,5383,all,random,['젬젬'],['젬젬#31908'],[''],4,76,27,0
321,5383,all,human,['Vahnquish'],['Vahnquish#1556'],[''],4,6,1,0
322,5382,all,human,['T1u3tu37'],['T1u3tu37#2955'],['p002'],4,22,11,0
323,5382,all,undead,['Kain'],['Kain#2164'],['p092'],4,5,0,0
324,5382,all,orc,['Kain'],['Kain#2164'],['p092'],4,15,1,0
325,5381,all,human,['Albwarrior'],['Albwarrior#1142'],[''],4,12,3,0
326,5381,all,random,['Millionaire'],['Millionaire#2719'],['p071'],4,5,0,0
327,5380,all,orc,['aherran08'],['aherran08#1258'],['p109'],4,8,1,0
328,5380,all,night_elf,['tickle'],['tickle#11598'],[''],4,4,1,0
329,5379,all,human,['Commoner'],['Commoner#1935'],[''],4,6,3,0
330,5378,all,human,['Raekyr'],['Raekyr#1605'],[''],4,5,1,0
331,5377,all,human,['DragoOmbra'],['DragoOmbra#27558'],['p093'],4,21,8,0
332,5375,all,orc,['쫑이'],['쫑이#3105'],[''],4,8,1,0
333,5375,all,random,['YuYuMaN'],['YuYuMaN#21512'],['p084'],4,6,0,0
334,5374,all,random,['Bamsen'],['Bamsen#21378'],['p019'],4,14,7,0
335,5374,all,undead,['ThiasOo'],['ThiasOo#2140'],['p029'],4,6,0,0
336,5374,all,orc,['FreELosEAbuS'],['FreELosEAbuS#2796'],['p074'],4,16,4,0
337,5374,all,undead,['oohwee'],['oohwee#21640'],['p039'],4,5,3,0
338,5374,all,random,['Reign'],['Reign#2572'],['p038'],4,20,8,0
339,5372,all,night_elf,['NolanP'],['NolanP#1267'],[''],4,5,0,0
340,5372,all,undead,['FreELosEAbuS'],['FreELosEAbuS#2796'],['p074'],4,8,0,0
341,5370,all,undead,['tRid3nt'],['tRid3nt#2910'],['p112'],4,7,4,0
342,5370,all,human,['Jinvvar'],['Jinvvar#2488'],['p029'],4,9,2,0
343,5370,all,human,['blaz'],['blaz#22320'],['p004'],4,10,3,0
344,5369,all,random,['juen'],['juen#31445'],[''],4,66,43,0
